,result,eco,move_no,avg_rating
1196,1,22,41,1499
1197,-1,245,60,1608
1198,-1,241,44,1456
1199,-1,233,46,1502
1200,-1,110,50,1588
1201,1,255,61,1474
1202,-1,46,38,1507
1203,1,101,41,1489
1204,1,4,45,1476
1205,1,21,47,1546
1206,-1,301,144,1617
1207,-1,0,72,1384
1208,-1,4,142,1447
1209,1,44,45,1826
1210,1,330,89,1768
1211,1,121,71,1777
1212,1,220,77,1365
1213,-1,102,92,1777
1214,1,220,71,1497
1215,-1,250,70,1545
1216,-1,200,100,1465
1217,1,320,63,1586
1218,-1,130,82,1726
1219,1,223,73,1547
1220,-1,102,84,1777
1221,-1,220,66,1528
1222,-1,302,116,1393
1223,1,331,37,1392
1224,-1,241,48,1506
1225,-1,130,56,1726
1226,-1,0,84,1679
1227,1,121,137,1777
1228,1,353,43,1701
1229,-1,40,80,1724
1230,1,353,27,1586
1231,1,253,145,1682
1232,-1,20,46,1475
1233,1,127,63,1702
1234,1,228,51,1504
1235,-1,220,106,1411
1236,1,106,27,1454
1237,-1,242,86,1473
1238,-1,246,64,1499
1239,1,307,57,1560
1240,1,245,27,1819
1241,1,255,69,1478
1242,1,306,79,1650
1243,-1,201,54,1676
1244,-1,133,30,1758
1245,1,222,95,1550
1246,1,306,59,1541
1247,1,27,53,1676
1248,1,257,91,1579
1249,1,270,105,1492
1250,-1,300,62,1491
1251,0,245,111,1852
1252,1,130,63,1620
1253,-1,220,38,1592
1254,-1,101,76,1686
1255,1,200,103,1590
1256,1,50,69,1650
1257,1,100,57,1633
1258,1,220,139,1487
1259,-1,1,54,1406
1260,1,102,37,1093
1261,1,220,17,1561
1262,-1,320,76,1649
1263,1,10,33,1473
1264,-1,100,26,1529
1265,-1,143,72,1440
1266,1,302,69,1563
1267,-1,100,86,1438
1268,1,100,147,1648
1269,-1,223,70,1528
1270,1,40,39,1536
1271,-1,220,70,1500
1272,1,320,13,1465
1273,-1,106,22,1457
1274,-1,45,58,1434
1275,1,120,7,1119
1276,-1,120,108,1119
1277,-1,120,88,1406
1278,1,320,85,1710
1279,-1,106,46,1660
1280,1,0,67,1485
1281,-1,120,106,1505
1282,-1,430,70,1615
1283,1,101,35,1496
1284,-1,330,54,1496
1285,1,220,111,1518
1286,1,222,35,1510
1287,-1,250,50,1487
1288,1,300,57,1506
1289,1,100,85,1539
1290,1,265,103,1598
1291,-1,302,40,1492
1292,1,306,59,1346
1293,-1,84,36,1677
1294,-1,0,46,1048
1295,-1,0,62,1203
1296,-1,310,44,1589
1297,1,220,13,1613
1298,1,220,69,1689
1299,1,102,65,1204
1300,-1,133,68,1590
1301,-1,101,56,1444
1302,-1,300,140,1372
1303,-1,3,54,1628
1304,-1,306,54,1539
1305,-1,248,56,1571
1306,0,100,86,1444
1307,-1,122,22,1576
1308,-1,84,52,1764
1309,-1,200,38,1376
1310,-1,0,30,1298
1311,1,120,71,1764
1312,1,202,67,1575
1313,1,324,21,1376
1314,1,106,15,1589
1315,1,4,15,1376
1316,-1,200,30,1361
1317,-1,320,58,1519
1318,-1,203,34,1583
1319,1,20,135,1479
1320,1,43,29,1382
1321,-1,120,54,1321
1322,1,101,55,1222
1323,1,40,83,1345
1324,-1,40,130,1643
1325,1,110,39,1459
1326,0,220,148,1285
1327,-1,112,62,1459
1328,1,200,109,1266
1329,-1,320,72,1444
1330,1,320,127,1527
1331,1,101,39,1572
1332,-1,223,42,1281
1333,-1,103,74,1801
1334,-1,0,36,1547
1335,1,107,119,1254
1336,-1,220,68,1457
1337,-1,130,88,1500
1338,-1,220,58,1363
1339,-1,330,52,1692
1340,-1,0,72,1221
1341,-1,220,108,1415
1342,-1,240,54,1227
1343,-1,210,42,1298
1344,1,107,49,1118
1345,1,223,19,1432
1346,1,101,63,1677
1347,-1,300,68,1316
1348,1,4,65,1280
1349,1,227,69,1523
1350,-1,220,72,1426
1351,1,101,81,1708
1352,0,0,132,1531
1353,-1,241,74,1442
1354,1,242,83,1380
1355,-1,4,80,1403
1356,1,101,27,1236
1357,1,120,45,1563
1358,1,100,77,1517
1359,-1,0,48,1441
1360,-1,6,82,1244
1361,-1,0,74,1436
1362,1,302,63,1827
1363,1,207,55,1565
1364,1,200,45,1334
1365,1,242,33,1772
1366,-1,300,40,1787
1367,1,101,77,1270
1368,-1,260,52,1573
1369,-1,241,88,1689
1370,-1,241,72,1356
1371,-1,240,22,1316
1372,1,120,91,1537
1373,1,6,71,1447
1374,1,220,89,1537
1375,-1,0,70,1229
1376,1,300,115,1539
1377,0,200,119,1848
1378,1,245,65,1651
1379,-1,214,56,1910
1380,1,223,83,1501
1381,1,200,41,1504
1382,-1,200,52,1373
1383,1,241,93,1327
1384,-1,300,84,1546
1385,-1,2,30,1520
1386,-1,220,48,1337
1387,-1,120,42,1520
1388,-1,1,146,1636
1389,1,300,81,1560
1390,1,220,89,1363
1391,-1,4,82,1517
1392,-1,100,66,1360
1393,-1,100,60,1545
1394,-1,200,80,1784
1395,1,41,93,1272
1396,1,227,101,1500
1397,1,40,71,1618
1398,-1,245,62,1558
1399,-1,246,138,1570
1400,1,420,31,1682
1401,1,237,19,1764
1402,1,225,99,1702
1403,0,241,101,1354
1404,1,40,47,1540
1405,1,45,39,1635
1406,-1,40,92,1381
1407,1,210,55,1336
1408,1,220,101,1324
1409,-1,240,44,1651
1410,1,237,73,1581
1411,1,268,93,1645
1412,1,320,43,1526
1413,1,101,39,1380
1414,1,110,69,1559
1415,1,220,47,1446
1416,1,226,57,1320
1417,1,121,137,1629
1418,1,100,29,1581
1419,-1,244,114,1352
1420,1,101,41,1437
1421,-1,101,62,1408
1422,-1,241,96,1128
1423,1,200,75,1360
1424,-1,221,78,1358
1425,1,15,49,1781
1426,1,200,35,1558
1427,-1,120,22,1525
1428,0,255,116,1656
1429,1,101,143,1415
1430,1,300,87,1286
1431,0,302,124,1281
1432,1,200,65,1549
1433,1,255,49,1690
1434,0,240,114,1783
1435,1,255,127,1413
1436,-1,257,38,1596
1437,-1,270,82,1455
1438,-1,220,62,1576
1439,-1,0,80,1229
1440,1,308,55,1439
1441,-1,220,102,1649
1442,1,40,27,1725
1443,0,121,148,1771
1444,1,255,131,1526
1445,-1,300,92,1738
1446,0,200,150,1499
1447,1,300,73,1358
1448,-1,300,104,1549
1449,-1,300,40,1747
1450,1,302,91,1291
1451,1,300,109,1393
1452,-1,306,72,1653
1453,-1,3,102,1679
1454,-1,3,103,1679
1455,-1,3,104,1679
1456,-1,3,105,1679
1457,-1,3,106,1679
1458,-1,3,107,1679
1459,-1,3,108,1679
1460,-1,3,109,1679
1461,-1,3,114,1679
1462,-1,3,115,1679
1463,-1,3,118,1679
1464,-1,3,119,1679
1465,1,100,83,1366
1466,1,41,113,1354
1467,-1,201,32,1555
1468,-1,263,46,1691
1469,-1,240,18,1374
1470,-1,241,88,1447
1471,1,200,79,1616
1472,-1,200,82,1523
1473,1,257,57,1385
1474,1,234,59,1302
1475,-1,220,60,1224
1476,-1,268,54,1465
1477,-1,202,86,1490
1478,1,227,99,1473
1479,-1,300,60,1447
1480,-1,300,64,1537
1481,1,269,65,1489
1482,1,250,17,1466
1483,-1,255,52,1568
1484,-1,311,82,1538
1485,-1,0,56,1598
1486,1,242,121,1501
1487,-1,45,90,1480
1488,1,220,35,1378
1489,-1,220,50,1355
1490,-1,200,48,1375
1491,-1,112,96,1655
1492,-1,220,140,1574
1493,1,220,47,1327
1494,-1,101,90,1381
1495,-1,220,140,1573
1496,-1,101,86,1263
1497,-1,221,32,1567
1498,-1,101,100,1409
1499,1,241,55,1567
1500,1,244,99,1151
1501,-1,265,94,1853
1502,-1,202,52,1737
1503,-1,220,66,1264
1504,1,223,47,1566
1505,1,410,79,1660
1506,1,241,29,1407
1507,1,6,55,1152
1508,-1,300,48,1705
1509,1,100,25,1684
1510,-1,101,58,1685
1511,1,240,53,1552
1512,1,244,89,1417
1513,0,300,150,1527
1514,1,106,51,1587
1515,1,222,47,1817
1516,1,253,65,1773
1517,-1,244,78,1567
1518,-1,220,86,1551
1519,-1,260,36,1368
1520,1,201,67,1526
1521,1,300,69,1433
1522,1,43,35,1647
1523,1,310,61,1384
1524,-1,300,60,1591
1525,0,300,107,1242
1526,-1,221,66,1762
1527,-1,241,66,1411
1528,1,308,111,1585
1529,-1,244,102,1347
1530,1,250,47,1199
1531,-1,300,132,1755
1532,1,220,27,1504
1533,-1,106,66,1314
1534,1,240,63,1594
1535,1,0,47,1552
1536,-1,244,36,1405
1537,1,121,41,1641
1538,-1,40,50,1749
1539,1,302,37,1862
1540,1,306,31,1671
1541,-1,242,18,1431
1542,1,320,33,1548
1543,-1,101,118,1885
1544,-1,476,98,1912
1545,-1,302,62,1670
1546,1,100,33,1369
1547,-1,6,76,1419
1548,-1,100,68,1500
1549,-1,4,66,1542
1550,-1,306,76,1279
1551,-1,241,108,1548
1552,-1,201,46,1381
1553,1,300,61,1459
1554,0,300,134,1474
1555,1,241,77,1488
1556,1,221,105,1431
1557,1,0,27,1594
1558,-1,125,40,1614
1559,1,345,131,1901
1560,-1,310,26,1662
1561,-1,200,128,1508
1562,1,102,47,1067
1563,1,302,119,1516
1564,-1,242,96,1713
1565,1,246,109,1423
1566,1,223,45,1648
1567,-1,248,66,1603
1568,-1,106,114,1542
1569,1,10,53,1568
1570,-1,300,44,1715
1571,-1,245,50,1559
1572,1,270,117,1713
1573,-1,220,52,1495
1574,-1,6,98,1512
1575,1,200,61,1501
1576,1,250,75,1532
1577,-1,220,66,1393
1578,-1,200,84,1671
1579,1,260,145,1426
1580,1,0,69,1784
1581,-1,306,40,1611
1582,-1,40,118,1318
1583,1,240,61,1363
1584,1,150,15,1610
1585,1,240,47,1338
1586,1,40,101,1347
1587,1,0,103,1613
1588,-1,43,68,1453
1589,1,220,145,1955
1590,1,320,41,1382
1591,1,241,95,1545
1592,1,253,91,1615
1593,-1,305,106,1279
1594,-1,265,26,1597
1595,1,101,41,1803
1596,1,100,55,1312
1597,-1,306,68,1561
1598,-1,100,36,1483
1599,1,37,63,1564
1600,1,40,59,1478
1601,1,302,47,1680
1602,-1,0,60,1423
1603,0,102,97,1319
1604,1,223,83,1617
1605,-1,240,44,1351
1606,-1,120,64,1670
1607,1,4,89,1314
1608,1,250,63,1547
1609,-1,300,66,1675
1610,1,241,31,1573
1611,-1,411,86,1395
1612,1,0,35,1611
1613,1,220,41,1326
1614,-1,100,68,1253
1615,1,250,63,1607
1616,1,250,47,1529
1617,-1,102,34,1326
1618,-1,245,96,1373
1619,-1,300,52,1392
1620,1,202,55,1532
1621,1,451,53,1610
1622,-1,335,46,1595
1623,-1,223,80,1416
1624,1,223,21,1526
1625,1,245,65,1455
1626,1,200,17,1298
1627,-1,107,138,1538
1628,1,223,31,1307
1629,-1,262,90,1573
1630,1,40,57,1304
1631,-1,220,144,1603
1632,1,200,47,1323
1633,1,0,65,1417
1634,-1,100,46,1605
1635,1,40,107,1472
1636,-1,245,60,1579
1637,-1,145,56,1740
1638,-1,102,26,1282
1639,1,200,63,1481
1640,-1,320,84,1525
1641,0,120,121,1578
1642,-1,200,92,1402
1643,-1,40,26,1535
1644,-1,40,126,1733
1645,1,250,101,1627
1646,0,242,87,1743
1647,-1,250,44,1474
1648,1,310,31,1568
1649,1,241,27,1735
1650,-1,330,48,1671
1651,1,43,75,1635
1652,1,220,61,1209
1653,-1,240,26,1426
1654,1,220,27,1442
1655,-1,241,52,1524
1656,1,220,51,1356
1657,-1,120,106,1497
1658,-1,50,38,1598
1659,-1,120,60,1774
1660,-1,235,32,1426
1661,-1,0,60,1523
1662,1,242,79,1485
1663,1,221,67,1419
1664,-1,121,98,1524
1665,-1,220,48,1578
1666,-1,100,84,1574
1667,1,40,77,1527
1668,1,300,65,1430
1669,1,223,71,1532
1670,-1,121,76,1592
1671,1,250,27,1454
1672,-1,41,74,1448
1673,1,45,29,1451
1674,-1,43,22,1831
1675,-1,244,76,1386
1676,1,255,57,1697
1677,-1,220,74,1425
1678,1,221,35,1630
1679,0,240,125,1792
1680,1,0,85,1505
1681,1,241,77,1525
1682,1,302,55,1455
1683,1,202,41,1396
1684,1,262,91,1484
1685,1,241,95,1550
1686,1,11,93,1901
1687,1,331,55,1676
1688,1,226,25,1497
1689,-1,200,40,1770
1690,-1,246,54,1317
1691,-1,240,88,1389
1692,1,250,13,1509
1693,-1,121,70,1499
1694,-1,241,108,1472
1695,1,120,87,1507
1696,-1,120,72,1600
1697,-1,13,84,1491
1698,1,101,55,1284
1699,1,255,101,1536
1700,-1,4,40,1584
1701,-1,246,52,1275
1702,-1,241,84,1695
1703,-1,0,42,1466
1704,1,300,49,1396
1705,1,201,143,1622
1706,1,245,27,1494
1707,-1,100,24,1599
1708,1,257,47,1502
1709,-1,308,104,1393
1710,-1,241,136,1605
1711,-1,200,52,1563
1712,1,4,41,1601
1713,0,100,127,1587
1714,1,3,25,1601
1715,0,100,136,1572
1716,1,200,129,1568
1717,-1,15,66,1601
1718,1,241,49,1213
1719,1,107,35,1564
1720,1,101,83,1556
1721,1,101,47,1392
1722,1,4,67,1446
1723,1,200,137,1531
1724,1,101,51,1494
1725,-1,0,52,1447
1726,-1,310,58,1631
1727,-1,101,78,1274
1728,1,220,37,1588
1729,-1,100,72,1396
1730,-1,300,36,1500
1731,1,3,73,1490
1732,-1,130,42,1677
1733,-1,132,104,1661
1734,1,300,41,1434
1735,1,260,75,1537
1736,-1,255,98,1557
1737,1,100,59,1414
1738,-1,265,52,1531
1739,-1,220,92,1604
1740,1,40,103,1375
1741,1,120,85,1560
1742,-1,20,52,1190
1743,-1,41,22,1370
1744,1,221,63,1473
1745,-1,0,58,1329
1746,1,220,133,1633
1747,1,241,59,1356
1748,1,40,55,1295
1749,-1,154,84,1410
1750,1,300,53,1449
1751,-1,255,54,1472
1752,-1,234,42,1311
1753,1,100,9,1084
1754,-1,0,14,1084
1755,1,100,9,1069
1756,-1,0,110,1185
1757,1,40,55,1344
1758,1,200,51,1336
1759,-1,200,140,1599
1760,1,300,95,1396
1761,-1,130,58,1437
1762,-1,120,112,1326
1763,-1,241,82,1453
1764,-1,0,98,1479
1765,1,122,71,1431
1766,-1,101,30,1618
1767,-1,241,24,1438
1768,-1,130,56,1540
1769,1,242,35,1532
1770,1,122,31,1621
1771,-1,240,138,1460
1772,1,1,37,1345
1773,1,221,35,1352
1774,1,244,147,1362
1775,1,241,57,1584
1776,-1,245,90,1496
1777,-1,247,76,1426
1778,-1,241,126,1562
1779,1,45,41,1466
1780,-1,241,86,1440
1781,1,102,97,1448
1782,1,241,55,1413
1783,-1,220,18,1607
1784,-1,101,112,1609
1785,-1,200,62,1714
1786,-1,120,104,1433
1787,-1,302,40,1527
1788,-1,226,64,1472
1789,1,200,109,1398
1790,-1,301,38,1382
1791,-1,101,96,1301
1792,1,242,121,1508
1793,1,234,91,1554
1794,-1,110,44,1583
1795,1,106,55,1608
1796,1,102,121,1439
1797,1,331,67,1743
1798,1,0,69,1350
1799,-1,200,56,1349
1800,-1,302,118,1299
1801,-1,302,119,1299
1802,1,240,77,1529
1803,-1,257,46,1743
1804,-1,100,148,1620
1805,1,0,69,1584
1806,-1,233,52,1347
1807,-1,0,54,1456
1808,-1,246,32,1658
1809,-1,302,90,1655
1810,0,101,148,1439
1811,1,41,41,1347
1812,-1,262,98,1477
1813,-1,234,78,1646
1814,1,41,49,1397
1815,1,220,59,1681
1816,-1,226,60,1658
1817,-1,200,70,1622
1818,-1,100,34,1640
1819,1,0,139,1469
1820,-1,40,118,1433
1821,-1,220,112,1499
1822,1,221,135,1519
1823,-1,300,84,1608
1824,-1,40,50,1672
1825,-1,300,78,1528
1826,-1,220,68,1615
1827,-1,255,42,1649
1828,-1,40,70,1455
1829,0,220,113,1485
1830,1,241,57,1395
1831,1,224,29,1540
1832,-1,300,72,1600
1833,1,255,101,1682
1834,-1,241,56,1647
1835,1,200,49,1168
1836,1,100,47,1568
1837,1,144,29,1667
1838,1,220,69,1621
1839,-1,245,36,1518
1840,1,300,39,1374
1841,0,101,117,1352
1842,1,246,47,1577
1843,1,101,33,1600
1844,1,120,71,1524
1845,1,244,49,1871
1846,-1,200,38,1621
1847,1,220,111,1469
1848,-1,0,42,1376
1849,-1,40,40,1760
1850,1,100,53,1376
1851,-1,140,42,1552
1852,-1,120,38,1461
1853,1,302,71,1464
1854,-1,244,82,1524
1855,1,100,105,1611
1856,-1,120,54,1465
1857,1,220,79,1442
1858,1,1,61,1467
1859,1,224,15,1435
1860,-1,43,88,1468
1861,1,101,59,1453
1862,1,0,85,1264
1863,1,40,51,1532
1864,-1,331,96,1686
1865,-1,302,46,1611
1866,-1,0,78,1264
1867,1,320,109,1497
1868,1,122,61,1428
1869,-1,101,82,1617
1870,-1,0,80,1264
1871,-1,240,114,1490
1872,-1,241,80,1563
1873,1,40,19,1571
1874,1,223,53,1472
1875,-1,250,68,1708
1876,-1,221,84,1420
1877,-1,220,52,1426
1878,1,310,109,1775
1879,1,101,59,1610
1880,1,224,49,1367
1881,-1,255,62,1563
1882,1,41,53,1547
1883,1,241,37,1601
1884,1,220,21,1328
1885,1,223,39,1507
1886,1,101,49,1459
1887,1,202,77,1823
1888,-1,40,52,1365
1889,-1,0,60,1457
1890,1,46,111,1773
1891,-1,311,98,1530
1892,1,3,47,1459
1893,-1,101,78,1398
1894,1,300,51,1735
1895,1,242,69,1292
1896,1,221,47,1227
1897,-1,240,44,1540
1898,1,300,23,1245
1899,0,220,134,1293
1900,-1,223,30,1227
1901,-1,241,120,1590
1902,-1,202,144,1659
1903,1,0,7,1227
1904,1,0,39,1579
1905,-1,100,64,1227
1906,-1,310,94,1539
1907,1,106,31,1559
1908,-1,0,74,1663
1909,1,331,103,1937
1910,-1,1,62,1560
1911,1,101,45,1178
1912,0,245,87,1370
1913,1,101,19,1333
1914,1,100,55,1558
1915,1,40,87,1456
1916,-1,100,42,1691
1917,1,200,71,1554
1918,1,307,29,1393
1919,1,260,65,1370
1920,1,101,27,1485
1921,-1,300,130,1559
1922,-1,45,36,1448
1923,1,302,131,1344
1924,0,101,90,1351
1925,1,240,63,1505
1926,-1,101,70,1546
1927,1,101,69,1210
1928,1,100,81,1559
1929,1,262,49,1507
1930,0,234,101,1676
1931,-1,120,84,1619
1932,1,305,69,1347
1933,1,246,49,1710
1934,-1,240,40,1458
1935,-1,45,90,1784
1936,1,241,97,1452
1937,1,45,101,1586
1938,-1,101,34,1227
1939,1,202,107,1523
1940,0,100,95,1567
1941,1,244,95,1577
1942,1,257,51,1539
1943,1,250,57,1653
1944,-1,241,78,1577
1945,1,241,61,1776
1946,1,220,89,1497
1947,0,235,130,1768
1948,-1,106,64,1783
1949,0,302,107,1542
1950,1,101,77,1308
1951,1,250,85,1506
1952,1,201,75,1605
1953,-1,110,68,1556
1954,1,321,39,1619
1955,-1,120,62,1556
1956,1,200,75,1402
1957,1,220,49,1396
1958,1,241,75,1572
1959,0,251,130,1853
1960,-1,222,58,1580
1961,1,302,57,1253
1962,-1,300,46,1640
1963,-1,250,16,1639
1964,1,302,63,1450
1965,1,145,83,1806
1966,-1,241,40,1646
1967,-1,224,42,1682
1968,-1,224,20,1498
1969,1,101,101,1652
1970,-1,255,88,1592
1971,1,241,61,1588
1972,-1,13,60,1521
1973,-1,400,44,1600
1974,-1,250,44,1788
1975,1,241,115,1419
1976,-1,302,48,1652
1977,-1,6,94,1307
1978,-1,310,104,1552
1979,-1,241,48,1494
1980,1,112,29,1598
1981,1,100,29,1652
1982,-1,221,82,1493
1983,-1,300,34,1686
1984,-1,45,72,1537
1985,-1,223,50,1598
1986,1,302,103,1545
1987,-1,0,134,1598
1988,-1,222,60,1574
1989,1,102,129,1521
1990,-1,300,129,1444
1991,-1,300,130,1444
1992,-1,300,131,1444
1993,-1,300,132,1444
1994,-1,300,133,1444
1995,-1,300,134,1444
1996,-1,300,135,1444
1997,-1,300,136,1444
1998,-1,300,137,1444
1999,-1,300,138,1444
2000,-1,300,139,1444
2001,1,1,67,1598
2002,1,120,61,1537
2003,-1,310,52,1558
2004,1,0,85,1666
2005,1,302,61,1692
2006,-1,110,102,1669
2007,-1,101,32,1640
2008,1,226,51,1544
2009,-1,300,48,1586
2010,-1,46,145,1537
2011,-1,46,149,1537
2012,-1,46,150,1537
2013,-1,100,44,1672
2014,-1,250,22,1636
2015,1,10,79,1633
2016,-1,220,98,1453
2017,-1,151,74,1648
2018,1,246,47,1668
2019,-1,220,108,1580
2020,-1,106,48,1546
2021,1,40,47,1450
2022,-1,250,26,1647
2023,-1,120,80,1500
2024,1,100,87,1645
2025,-1,200,50,1475
2026,-1,300,98,1651
2027,-1,240,80,1257
2028,1,247,47,1321
2029,-1,244,112,1699
2030,-1,101,58,1260
2031,-1,45,74,1631
2032,-1,200,78,1536
2033,1,220,35,1367
2034,1,200,35,1408
2035,-1,13,64,1460
2036,-1,121,54,1448
2037,1,241,71,1427
2038,-1,301,34,1557
2039,-1,101,48,1460
2040,1,320,39,1467
2041,-1,220,74,1368
2042,1,255,97,1586
2043,1,200,145,1367
2044,1,132,41,1350
2045,-1,20,66,1661
2046,0,101,88,1341
2047,0,101,89,1341
2048,0,101,90,1341
2049,0,101,91,1341
2050,0,101,92,1341
2051,0,101,93,1341
2052,0,101,94,1341
2053,0,101,95,1341
2054,0,101,96,1341
2055,0,101,97,1341
2056,0,101,98,1341
2057,0,101,99,1341
2058,0,101,100,1341
2059,0,101,101,1341
2060,0,101,102,1341
2061,0,101,103,1341
2062,0,101,104,1341
2063,0,101,105,1341
2064,0,101,106,1341
2065,0,101,107,1341
2066,0,101,108,1341
2067,0,101,109,1341
2068,0,101,110,1341
2069,0,101,111,1341
2070,0,101,112,1341
2071,0,101,113,1341
2072,0,101,114,1341
2073,0,101,115,1341
2074,0,101,116,1341
2075,0,101,117,1341
2076,0,101,118,1341
2077,0,101,119,1341
2078,0,101,120,1341
2079,0,101,121,1341
2080,0,101,122,1341
2081,0,101,123,1341
2082,0,101,124,1341
2083,0,101,125,1341
2084,0,101,126,1341
2085,0,101,127,1341
2086,0,101,128,1341
2087,0,101,129,1341
2088,0,101,130,1341
2089,0,101,131,1341
2090,0,101,132,1341
2091,0,101,133,1341
2092,0,101,134,1341
2093,0,101,135,1341
2094,0,101,136,1341
2095,0,101,137,1341
2096,0,101,138,1341
2097,0,101,139,1341
2098,0,101,140,1341
2099,0,101,141,1341
2100,0,101,142,1341
2101,0,101,143,1341
2102,0,101,144,1341
2103,0,101,145,1341
2104,0,101,146,1341
2105,0,101,147,1341
2106,0,101,148,1341
2107,0,101,149,1341
2108,0,101,150,1341
2109,-1,0,56,1416
2110,-1,241,42,1413
2111,1,244,73,1534
2112,-1,261,22,1377
2113,-1,220,56,1629
2114,1,0,9,1330
2115,1,306,69,1882
2116,-1,200,22,1252
2117,-1,300,130,1471
2118,1,100,79,1598
2119,1,140,77,1636
2120,0,100,118,1665
2121,0,241,109,1583
2122,-1,40,38,1484
2123,-1,241,96,1529
2124,1,246,75,1626
2125,1,40,19,1440
2126,-1,0,40,1296
2127,-1,234,50,1531
2128,-1,130,120,1658
2129,1,246,15,1625
2130,1,260,99,1586
2131,-1,224,72,1489
2132,1,302,19,1651
2133,-1,242,48,1211
2134,-1,225,60,1404
2135,1,246,33,1553
2136,1,40,55,1500
2137,-1,41,124,1634
2138,-1,40,86,1855
2139,1,246,29,1445
2140,1,244,49,1507
2141,-1,302,74,1591
2142,1,240,124,1678
2143,1,240,125,1678
2144,-1,246,84,1413
2145,1,302,147,1535
2146,-1,34,66,1809
2147,-1,120,140,1568
2148,-1,120,38,1555
2149,1,242,31,1303
2150,1,250,43,1437
2151,1,244,67,1475
2152,-1,420,44,1568
2153,-1,202,98,1657
2154,-1,246,48,1394
2155,1,320,49,1439
2156,-1,302,110,1510
2157,0,277,114,1699
2158,-1,262,124,1601
2159,-1,4,62,1440
2160,1,311,61,1469
2161,1,210,49,1477
2162,1,107,39,1479
2163,-1,100,96,1549
2164,1,101,47,1437
2165,1,302,65,1647
2166,1,343,57,1500
2167,-1,0,124,1423
2168,-1,222,64,1548
2169,-1,400,74,1509
2170,-1,222,68,1496
2171,1,220,81,1457
2172,1,300,53,1340
2173,-1,226,90,1376
2174,1,200,115,1495
2175,-1,241,100,1542
2176,1,1,47,1463
2177,1,300,21,1536
2178,1,101,89,1357
2179,1,245,61,1707
2180,1,302,135,1565
2181,1,101,127,1729
2182,1,103,109,1698
2183,-1,4,26,1655
2184,-1,200,106,1594
2185,1,110,117,1806
2186,1,106,29,1268
2187,0,200,102,1482
2188,-1,244,72,1417
2189,-1,244,104,1686
2190,-1,121,94,1474
2191,1,110,75,1237
2192,-1,125,50,1599
2193,-1,268,50,1698
2194,1,120,11,1272
2195,1,106,63,1534
2196,1,248,17,1506
2197,-1,225,64,1538
2198,1,41,91,1521
2199,-1,220,118,1540
2200,-1,220,78,1618
2201,-1,0,84,1522
2202,1,202,53,1487
2203,-1,40,96,1495
2204,-1,241,64,1596
2205,1,220,47,1214
2206,-1,220,28,1407
2207,1,224,49,1546
2208,1,350,47,1454
2209,1,200,53,1408
2210,1,100,93,1419
2211,-1,220,30,1409
2212,-1,122,84,1571
2213,1,301,145,1443
2214,1,41,87,1548
2215,1,220,69,1466
2216,1,112,57,1631
2217,1,223,87,1743
2218,-1,20,34,1588
2219,-1,40,44,1400
2220,-1,100,44,1449
2221,-1,0,108,1436
2222,-1,41,130,1370
2223,-1,306,72,1494
2224,1,307,127,1490
2225,1,224,49,1596
2226,-1,200,34,1491
2227,-1,200,74,1689
2228,1,112,85,1572
2229,-1,150,52,1892
2230,1,262,45,1516
2231,1,140,89,1473
2232,-1,200,64,1358
2233,1,241,103,1463
2234,0,120,112,1565
2235,-1,301,72,1355
2236,-1,0,42,1302
2237,1,240,31,1220
2238,1,223,65,1301
2239,1,140,77,1422
2240,0,140,102,1462
2241,1,337,59,1658
2242,1,257,19,1484
2243,-1,241,16,1213
2244,1,343,29,1634
2245,1,241,53,1484
2246,1,240,107,1564
2247,1,0,97,1484
2248,-1,300,54,1492
2249,-1,222,40,1452
2250,1,53,103,1686
2251,1,200,79,1452
2252,-1,221,106,1431
2253,0,152,142,1464
2254,1,241,81,1655
2255,1,200,53,1414
2256,-1,304,56,1636
2257,-1,144,64,1565
2258,1,305,47,1552
2259,-1,300,38,1438
2260,0,244,98,1328
2261,-1,223,72,1552
2262,1,301,93,1438
2263,-1,200,70,1547
2264,1,101,59,1358
2265,-1,241,74,1509
2266,-1,244,12,1430
2267,1,241,71,1635
2268,1,302,113,1460
2269,1,242,39,1505
2270,1,7,41,1838
2271,1,320,99,1554
2272,-1,200,56,1316
2273,-1,200,82,1554
2274,-1,130,64,1593
2275,-1,200,52,1512
2276,1,115,51,1518
2277,1,250,49,1313
2278,1,250,65,1560
2279,1,250,45,1684
2280,-1,200,62,1508
2281,-1,44,52,1671
2282,1,302,57,1436
2283,1,300,89,1485
2284,1,44,67,1788
2285,-1,304,54,1452
2286,-1,0,32,1621
2287,-1,30,46,1770
2288,-1,300,82,1582
2289,1,461,55,1770
2290,1,0,49,1371
2291,1,3,71,1349
2292,-1,255,66,1640
2293,1,300,69,1314
2294,1,224,65,1441
2295,1,300,43,1382
2296,1,106,59,1641
2297,1,227,135,1232
2298,-1,120,124,1652
2299,1,220,7,1447
2300,1,100,33,1416
2301,1,101,17,1522
2302,-1,0,134,1245
2303,-1,3,42,1414
2304,1,307,65,1602
2305,1,300,75,1433
2306,-1,101,46,1277
2307,-1,102,72,1536
2308,-1,300,92,1469
2309,-1,101,24,1890
2310,1,230,79,1565
2311,0,300,79,1469
2312,-1,300,34,1469
2313,1,315,47,1508
2314,-1,300,140,1491
2315,1,40,83,1591
2316,-1,45,140,1591
2317,-1,245,36,1400
