,result,eco,move_no,avg_rating
10460,-1,241,80,1585
10461,1,6,43,1630
10462,1,240,91,1414
10463,1,43,103,1744
10464,-1,220,72,1558
10465,1,255,63,1649
10466,1,101,89,1578
10467,1,1,55,1375
10468,1,40,59,1489
10469,1,242,51,1485
10470,1,150,73,1738
10471,1,100,63,1377
10472,-1,40,90,1384
10473,1,112,17,1357
10474,-1,307,58,1619
10475,1,262,79,1691
10476,1,120,129,1526
10477,1,45,37,1438
10478,1,80,131,1506
10479,1,220,55,1566
10480,1,306,59,1588
10481,1,300,65,1379
10482,1,120,117,1679
10483,1,250,91,1843
10484,1,130,95,1690
10485,1,304,59,1430
10486,-1,6,80,1713
10487,-1,241,96,1755
10488,-1,244,124,1601
10489,0,130,62,1761
10490,-1,250,66,1761
10491,1,241,39,1547
10492,-1,224,60,1442
10493,1,200,89,1584
10494,1,236,53,1432
10495,1,150,67,2095
10496,0,265,98,1761
10497,1,223,119,1604
10498,-1,310,40,1440
10499,1,100,37,1399
10500,1,302,39,1866
10501,-1,222,68,1440
10502,-1,302,60,1458
10503,1,0,43,1461
10504,1,240,63,1647
10505,1,224,47,1385
10506,-1,121,36,1864
10507,-1,202,82,1482
10508,-1,101,84,1532
10509,1,220,65,1536
10510,1,102,13,1341
10511,-1,0,46,1342
10512,-1,345,70,1651
10513,-1,320,76,1481
10514,0,246,107,1597
10515,0,246,108,1597
10516,0,246,109,1597
10517,0,246,110,1597
10518,1,241,47,1570
10519,1,320,71,1578
10520,-1,45,58,1362
10521,1,100,73,1589
10522,-1,320,62,1672
10523,-1,100,86,1377
10524,1,100,117,1550
10525,1,0,49,1435
10526,1,230,73,1489
10527,-1,250,50,1305
10528,-1,304,94,1285
10529,-1,244,56,1504
10530,1,234,27,1757
10531,-1,4,76,1297
10532,1,100,11,1434
10533,1,223,13,1380
10534,-1,220,66,1514
10535,1,306,35,1528
10536,-1,268,34,1454
10537,-1,300,88,1514
10538,1,234,119,1457
10539,-1,0,132,1208
10540,-1,200,66,1737
10541,1,241,77,1615
10542,1,100,89,1426
10543,0,268,121,1777
10544,-1,300,86,1460
10545,1,221,71,1596
10546,1,400,103,1520
10547,1,201,55,1255
10548,-1,102,74,1742
10549,1,241,79,1823
10550,1,230,59,1463
10551,-1,300,34,1412
10552,1,40,77,1584
10553,1,249,97,1620
10554,-1,300,134,1466
10555,1,320,19,1467
10556,-1,220,58,1589
10557,-1,121,62,1622
10558,-1,300,46,1560
10559,1,100,61,1463
10560,1,200,83,1455
10561,-1,106,60,1606
10562,1,4,37,1595
10563,1,0,119,1370
10564,-1,140,38,1688
10565,-1,300,114,1266
10566,1,220,113,1495
10567,1,140,135,1567
10568,1,200,39,1640
10569,1,101,51,1438
10570,1,200,53,1799
10571,1,240,67,1365
10572,-1,303,124,1827
10573,-1,300,34,1347
10574,1,121,79,1667
10575,1,269,51,1520
10576,1,227,29,1449
10577,1,311,95,1518
10578,1,221,39,1709
10579,-1,120,38,1646
10580,0,43,123,1666
10581,1,0,119,1362
10582,1,240,35,1446
10583,1,125,41,1505
10584,-1,223,92,1551
10585,-1,120,64,1611
10586,1,331,73,1831
10587,1,241,21,1744
10588,1,320,37,1531
10589,1,262,39,1586
10590,-1,101,34,1615
10591,1,100,51,1185
10592,1,300,31,1531
10593,-1,220,96,1431
10594,1,222,113,1318
10595,-1,145,88,1685
10596,1,40,87,1432
10597,0,223,107,1657
10598,1,100,73,1275
10599,1,202,39,1422
10600,1,0,45,1327
10601,1,300,73,1435
10602,-1,120,96,1621
10603,-1,107,52,1431
10604,1,255,89,1560
10605,1,201,31,1418
10606,1,100,111,1288
10607,-1,241,131,1530
10608,-1,241,132,1530
10609,1,200,101,1969
10610,1,255,49,1568
10611,1,0,43,1491
10612,-1,106,62,1480
10613,1,40,41,1655
10614,1,0,69,1500
10615,-1,241,26,1566
10616,-1,241,100,1487
10617,0,240,108,1391
10618,1,302,67,1484
10619,-1,220,74,1628
10620,1,245,57,1550
10621,1,100,101,1487
10622,-1,6,58,1608
10623,-1,107,148,1392
10624,-1,0,50,1484
10625,-1,246,62,1384
10626,1,100,83,1484
10627,1,244,53,1618
10628,1,300,73,1465
10629,1,353,69,1898
10630,1,220,23,1561
10631,1,43,79,1815
10632,-1,151,104,1973
10633,-1,300,112,1467
10634,1,100,59,1506
10635,1,101,45,1522
10636,-1,302,86,2007
10637,1,102,53,1484
10638,1,241,49,1738
10639,-1,220,52,1591
10640,-1,300,62,1241
10641,-1,241,138,1549
10642,-1,220,84,1378
10643,1,244,85,1480
10644,-1,220,46,1443
10645,-1,0,58,1527
10646,1,253,23,1307
10647,-1,0,76,1489
10648,1,330,113,1555
10649,1,222,87,1437
10650,1,220,85,1497
10651,1,100,75,1544
10652,1,22,59,1543
10653,1,154,41,1778
10654,0,250,148,1342
10655,1,242,45,1432
10656,1,227,127,1479
10657,-1,222,76,1566
10658,-1,240,74,1447
10659,-1,241,36,1520
10660,-1,250,38,1381
10661,-1,10,88,1566
10662,-1,101,74,1554
10663,-1,40,58,1426
10664,-1,120,28,1420
10665,0,306,136,1736
10666,-1,45,60,1378
10667,-1,246,102,1427
10668,-1,302,58,1324
10669,1,234,21,1406
10670,1,84,41,1343
10671,1,101,77,1353
10672,-1,262,66,1391
10673,-1,220,54,1586
10674,1,302,73,1517
10675,-1,6,108,1436
10676,1,40,49,1668
10677,-1,101,54,1176
10678,1,223,41,1378
10679,-1,220,48,1532
10680,1,257,15,1405
10681,1,40,47,1258
10682,1,220,129,1556
10683,-1,240,142,1427
10684,1,40,49,1465
10685,1,220,69,1514
10686,-1,220,62,1550
10687,0,246,128,1605
10688,1,15,61,1454
10689,-1,200,38,1176
10690,1,4,93,1479
10691,-1,220,68,1349
10692,-1,220,94,1857
10693,-1,40,50,1454
10694,1,102,41,1385
10695,-1,241,58,1349
10696,1,101,95,1544
10697,-1,330,84,1428
10698,-1,265,54,1605
10699,-1,220,46,1463
10700,1,221,91,1479
10701,1,130,81,1604
10702,1,129,109,1308
10703,-1,242,24,1275
10704,1,246,37,1447
10705,-1,242,56,1393
10706,1,302,13,1479
10707,1,200,149,1426
10708,1,240,31,1399
10709,-1,200,64,1718
10710,0,240,114,1479
10711,1,40,75,1334
10712,1,40,51,1279
10713,-1,100,42,1471
10714,-1,150,52,1617
10715,1,101,89,1353
10716,-1,224,44,1748
10717,1,202,29,1429
10718,1,40,51,1133
10719,1,100,13,1315
10720,-1,0,32,1379
10721,-1,0,40,1229
10722,1,200,51,1421
10723,-1,300,92,1536
10724,-1,300,60,1369
10725,-1,137,76,1744
10726,-1,300,104,1356
10727,1,310,69,1577
10728,-1,245,88,1846
10729,-1,220,120,1539
10730,1,243,81,1616
10731,0,0,89,1485
10732,1,223,25,1629
10733,-1,202,26,1589
10734,1,202,55,1603
10735,1,112,25,1468
10736,-1,100,66,1601
10737,-1,0,100,1359
10738,-1,130,70,1714
10739,-1,200,44,1394
10740,1,300,35,1426
10741,1,0,33,1402
10742,1,200,123,1393
10743,-1,0,106,1461
10744,-1,302,86,1405
10745,-1,0,82,1394
10746,-1,0,138,1950
10747,1,0,123,1374
10748,1,20,67,1862
10749,-1,242,50,1666
10750,-1,245,64,1730
10751,-1,130,74,1705
10752,1,100,59,1508
10753,-1,200,34,1477
10754,0,0,114,1594
10755,-1,300,46,1778
10756,0,101,147,1464
10757,1,40,63,1186
10758,1,200,75,1630
10759,-1,300,78,1201
10760,0,230,123,1644
10761,0,300,94,1729
10762,0,300,95,1729
10763,0,300,96,1729
10764,0,300,97,1729
10765,0,300,98,1729
10766,0,300,99,1729
10767,0,300,100,1729
10768,0,300,101,1729
10769,0,300,102,1729
10770,0,300,103,1729
10771,0,300,104,1729
10772,0,300,105,1729
10773,0,300,106,1729
10774,0,300,107,1729
10775,0,300,108,1729
10776,0,300,109,1729
10777,0,300,110,1729
10778,0,300,111,1729
10779,0,300,112,1729
10780,1,200,101,1464
10781,-1,100,114,1525
10782,-1,120,66,1544
10783,-1,243,66,1575
10784,1,0,29,1566
10785,-1,0,92,1737
10786,-1,220,76,1348
10787,-1,226,96,1449
10788,1,40,89,1348
10789,1,4,57,1847
10790,-1,0,60,1493
10791,1,306,61,1770
10792,-1,241,116,1714
10793,-1,44,36,1570
10794,-1,0,116,1460
10795,1,262,81,1814
10796,-1,245,46,1805
10797,-1,200,110,1583
10798,1,101,31,1514
10799,1,200,65,1401
10800,1,112,73,1380
10801,-1,226,76,1721
10802,-1,0,48,1420
10803,1,234,43,1760
10804,-1,245,146,1589
10805,1,320,55,1431
10806,-1,100,136,1621
10807,1,224,55,1512
10808,1,107,57,1288
10809,-1,40,100,1425
10810,1,29,51,1803
10811,1,36,71,1380
10812,1,234,73,1526
10813,-1,224,102,1728
10814,1,311,67,1572
10815,1,220,23,1549
10816,1,100,17,1381
10817,1,315,87,1513
10818,-1,123,122,1213
10819,-1,226,72,1430
10820,1,261,101,1525
10821,1,120,51,1770
10822,-1,305,82,1704
10823,-1,221,76,1612
10824,1,321,29,1695
10825,1,129,21,1430
10826,-1,245,96,1570
10827,-1,261,72,1414
10828,1,40,47,1509
10829,-1,249,28,1938
10830,0,150,143,1570
10831,1,244,37,1531
10832,-1,243,62,1518
10833,1,300,45,1297
10834,1,45,43,1480
10835,1,321,141,1271
10836,-1,300,64,1576
10837,-1,243,34,1644
10838,1,234,25,1592
10839,1,200,45,1404
10840,-1,101,58,1516
10841,-1,255,52,1502
10842,-1,220,60,1491
10843,1,240,59,1405
10844,1,120,131,1604
10845,1,250,87,1697
10846,-1,101,26,1531
10847,-1,245,70,1471
10848,-1,101,102,1656
10849,1,107,9,1221
10850,-1,320,72,1660
10851,-1,231,58,1676
10852,0,300,128,1612
10853,-1,0,30,1205
10854,-1,302,66,1680
10855,1,247,61,1310
10856,1,100,37,1200
10857,1,101,49,1681
10858,1,240,53,1514
10859,-1,0,18,1196
10860,1,100,111,1369
10861,-1,302,74,1519
10862,-1,240,68,1426
10863,1,120,35,1341
10864,1,100,59,1406
10865,-1,300,54,1338
10866,-1,0,76,1488
10867,-1,222,44,1453
10868,-1,255,56,1664
10869,1,244,61,1495
10870,1,100,83,1758
10871,-1,300,100,1681
10872,1,247,47,1463
10873,1,6,57,1759
10874,-1,100,36,1323
10875,1,241,65,1758
10876,1,1,113,1379
10877,1,306,39,1581
10878,1,101,49,1346
10879,1,315,73,1587
10880,1,223,49,1442
10881,1,244,63,1642
10882,1,20,49,1518
10883,1,100,89,1620
10884,1,240,71,1405
10885,-1,100,50,1442
10886,1,21,81,1448
10887,-1,122,54,1414
10888,1,241,31,1601
10889,1,300,39,1401
10890,1,224,25,1562
10891,-1,121,142,1474
10892,-1,150,54,1741
10893,1,246,59,1436
10894,1,240,79,1405
10895,1,255,117,1789
10896,1,200,23,1544
10897,0,240,112,1283
10898,1,302,69,1703
10899,-1,30,46,1402
10900,-1,241,44,1601
10901,-1,244,58,1470
10902,-1,120,46,1601
10903,1,40,63,1321
10904,1,4,65,1600
10905,1,224,29,1364
10906,-1,300,78,1494
10907,-1,0,72,1600
10908,-1,224,38,1339
10909,-1,225,120,1539
10910,-1,45,64,1654
10911,1,243,59,1399
10912,-1,265,74,1709
10913,-1,132,54,1496
10914,-1,120,44,1561
10915,1,264,133,1440
10916,1,300,55,1263
10917,-1,106,66,1641
10918,1,310,27,1601
10919,1,104,57,1525
10920,-1,200,72,1598
10921,-1,300,56,1342
10922,1,40,41,1539
10923,-1,227,56,1648
10924,1,130,69,1747
10925,1,244,45,1563
10926,1,40,11,1539
10927,-1,223,44,1341
10928,1,223,61,1556
10929,-1,121,72,1578
10930,1,6,133,1612
10931,1,200,43,1480
10932,-1,0,78,1677
10933,1,40,85,1576
10934,1,120,55,1481
10935,-1,224,102,1549
10936,1,100,115,1759
10937,1,240,17,1478
10938,-1,302,24,1672
10939,1,101,41,1427
10940,1,240,53,1500
10941,1,262,59,1720
10942,-1,222,138,1427
10943,1,240,23,1702
10944,-1,13,44,1569
10945,-1,225,82,1437
10946,1,240,15,1326
10947,1,240,63,1377
10948,1,262,49,1618
10949,1,242,61,1432
10950,1,300,87,1405
10951,1,100,47,1326
10952,-1,224,54,1506
10953,1,100,103,1538
10954,1,101,55,1566
10955,-1,4,64,1305
10956,-1,220,24,1387
10957,-1,202,102,1373
10958,-1,45,36,1656
10959,-1,143,66,1650
10960,1,101,101,1432
10961,1,330,137,1542
10962,1,100,67,1326
10963,1,101,63,1691
10964,1,320,29,1594
10965,-1,245,70,1633
10966,1,10,89,1577
10967,1,220,39,1700
10968,0,255,127,1425
10969,-1,145,48,1554
10970,1,40,57,1369
10971,1,34,131,1493
10972,1,40,91,1489
10973,1,110,87,1603
10974,-1,40,64,1669
10975,-1,244,118,1630
10976,-1,264,106,1667
10977,-1,330,38,1917
10978,-1,13,64,1559
10979,-1,220,20,1355
10980,-1,120,130,1658
10981,1,107,49,1227
10982,-1,242,54,1441
10983,1,40,57,1548
10984,1,140,55,1714
10985,-1,0,128,1433
10986,-1,320,90,1433
10987,1,262,129,1559
10988,-1,302,64,1887
10989,1,202,75,1423
10990,1,223,67,1534
10991,1,101,29,1363
10992,1,120,29,1790
10993,-1,0,86,1357
10994,1,202,41,1678
10995,1,200,9,1373
10996,-1,120,48,1582
10997,1,200,43,1741
10998,-1,306,50,1724
10999,1,200,43,1352
11000,1,224,53,1552
11001,-1,106,92,1911
11002,-1,244,34,1353
11003,1,245,45,1535
11004,1,13,93,1759
11005,0,234,144,1471
11006,-1,101,140,1411
11007,-1,101,72,1375
11008,1,200,47,1655
11009,-1,145,142,1703
11010,1,4,55,1579
11011,1,246,63,1587
11012,-1,121,96,1640
11013,1,302,59,1631
11014,1,241,73,1454
11015,-1,222,50,1450
11016,1,41,63,1490
11017,-1,100,82,1505
11018,1,300,47,1641
11019,-1,245,74,1615
11020,1,132,67,1637
11021,-1,224,46,1629
11022,-1,245,36,1551
11023,-1,241,104,1581
11024,-1,100,60,1565
11025,1,300,61,1641
11026,1,234,65,1390
11027,1,220,89,1425
11028,-1,130,76,1794
11029,-1,125,122,1733
11030,1,220,61,1628
11031,-1,245,142,1551
11032,1,221,49,1569
11033,1,223,53,1570
11034,-1,233,114,1893
11035,-1,244,68,1625
11036,1,100,77,1579
11037,1,40,83,1391
11038,-1,101,26,1353
11039,1,0,101,1486
11040,-1,223,148,1439
11041,1,320,47,1363
11042,-1,150,50,1735
11043,-1,101,84,1344
11044,1,120,115,1812
11045,1,306,53,1488
11046,1,202,87,1334
11047,-1,320,18,1389
11048,1,40,67,1254
11049,-1,300,28,1429
11050,-1,302,74,1755
11051,-1,120,58,1680
11052,1,307,77,1370
11053,-1,65,24,1451
11054,1,250,11,1416
11055,-1,140,30,1578
11056,1,257,37,1768
11057,-1,40,36,1525
11058,1,220,71,1457
11059,1,240,39,1759
11060,0,302,121,1624
11061,-1,0,110,1188
11062,1,101,53,1679
11063,-1,255,32,1386
11064,1,123,99,1588
11065,1,240,25,1759
11066,1,260,73,1571
11067,-1,234,48,1546
11068,-1,257,76,1570
11069,-1,200,88,1364
11070,1,242,27,1711
11071,-1,220,62,1651
11072,1,103,65,1713
11073,-1,246,54,1682
11074,0,200,119,1316
11075,-1,223,90,1546
11076,-1,202,50,1531
11077,-1,243,136,1609
11078,1,410,129,1812
11079,1,260,97,1706
11080,1,246,47,1411
11081,1,101,55,1357
11082,1,8,105,1807
11083,-1,40,70,1428
11084,-1,242,46,1640
11085,1,112,71,1816
11086,1,200,77,1466
11087,1,461,81,1655
11088,-1,1,64,1470
11089,-1,224,98,1466
11090,1,101,49,1462
11091,1,320,77,1382
11092,-1,300,110,1447
11093,1,221,75,1451
11094,1,106,51,1777
11095,-1,200,110,1436
11096,1,300,73,1229
11097,-1,241,118,1542
11098,-1,300,96,1572
11099,-1,222,64,1308
11100,-1,154,100,1636
11101,1,220,51,1297
11102,-1,113,62,1376
11103,-1,200,56,1438
11104,1,101,73,1503
11105,0,302,144,1599
11106,1,242,41,1411
11107,-1,245,68,1682
11108,1,45,121,1426
11109,-1,240,90,1487
11110,-1,120,52,1579
11111,-1,200,50,1552
11112,1,260,69,1917
11113,1,240,41,1658
11114,-1,121,104,1817
11115,-1,100,62,1399
11116,1,200,123,1555
11117,1,241,109,1607
11118,1,120,59,1449
11119,-1,220,56,1405
11120,-1,112,122,1415
11121,-1,243,104,1571
11122,0,100,141,1546
11123,1,220,21,1278
11124,1,241,15,1665
11125,1,220,75,1381
11126,-1,111,28,1583
11127,-1,120,66,1591
11128,1,101,31,1509
11129,1,240,35,1620
11130,1,220,41,1273
11131,-1,200,26,1558
11132,-1,255,124,1428
11133,-1,224,70,1863
11134,-1,241,40,1585
11135,-1,4,132,1372
11136,1,410,95,1790
11137,-1,0,50,1335
11138,1,200,57,1558
11139,1,258,77,1748
11140,1,242,45,1302
11141,1,102,13,1412
11142,-1,241,66,1676
11143,-1,300,44,1440
11144,-1,241,54,1584
11145,1,310,57,1549
11146,1,108,53,1578
11147,1,4,111,1629
11148,-1,264,22,1661
11149,-1,241,80,1585
11150,-1,227,84,1609
11151,-1,310,94,1537
11152,-1,320,110,1709
11153,1,330,33,1463
11154,-1,43,58,1308
11155,1,220,125,1463
11156,1,244,55,1348
11157,1,0,89,1457
11158,-1,134,46,1189
11159,1,200,77,1505
11160,-1,302,110,1418
11161,-1,120,68,1614
11162,-1,100,72,1347
11163,-1,20,56,1574
11164,-1,101,118,1722
11165,1,322,59,1461
11166,-1,242,72,1393
11167,-1,100,118,1698
11168,-1,130,130,1638
11169,1,0,89,1421
11170,1,260,47,1557
11171,-1,241,32,1301
11172,-1,245,102,1558
11173,-1,244,56,1526
11174,-1,220,90,1325
11175,-1,244,46,1554
11176,-1,301,46,1752
11177,1,250,57,1427
11178,0,245,89,1460
11179,-1,308,16,1531
11180,1,321,59,1910
11181,-1,400,98,1618
11182,1,110,83,1306
11183,1,241,45,1435
11184,-1,100,62,1916
11185,-1,330,58,1790
11186,-1,4,70,1449
11187,-1,242,10,1268
11188,1,132,47,1790
11189,-1,240,64,1457
11190,-1,100,86,1510
11191,1,140,21,1402
11192,1,2,33,1695
11193,-1,400,90,1370
11194,1,302,25,1549
11195,1,300,69,1549
11196,1,221,99,1473
11197,1,237,147,1622
11198,-1,101,78,1374
11199,-1,100,44,1374
11200,-1,4,32,1505
11201,1,2,45,1357
11202,1,232,87,1794
11203,-1,326,136,1573
11204,1,237,97,1776
11205,1,4,33,1403
11206,1,241,75,1509
11207,1,320,29,1384
11208,1,300,57,1510
11209,1,353,27,1694
11210,1,306,77,1694
11211,1,45,129,1382
11212,0,102,58,1453
11213,1,243,45,1317
11214,1,43,57,1656
11215,-1,343,64,1695
11216,0,102,118,1453
11217,1,100,49,1569
11218,1,306,71,1694
11219,1,302,59,1546
11220,-1,210,68,1574
11221,1,130,19,1555
11222,1,0,127,1518
11223,1,1,127,1577
11224,1,40,63,1236
11225,-1,200,60,1340
11226,1,120,65,1586
11227,1,248,65,1306
11228,1,0,95,1326
11229,-1,100,86,1508
11230,-1,106,114,1728
11231,1,220,9,1231
11232,1,106,45,1444
11233,1,220,27,1221
11234,-1,245,80,1403
11235,-1,226,52,1408
11236,1,230,45,1443
11237,-1,300,86,1321
11238,-1,0,36,1262
11239,-1,200,38,1765
11240,-1,220,44,1402
11241,1,200,63,1260
11242,1,300,61,1620
11243,1,100,39,1562
11244,1,80,107,1427
11245,1,244,137,1494
11246,-1,222,80,1536
11247,1,13,77,1681
11248,1,245,65,1500
11249,1,320,129,1403
11250,1,246,47,1436
11251,1,230,71,1541
11252,1,304,103,1498
11253,1,100,95,1362
11254,-1,101,56,1569
11255,1,223,7,1329
11256,1,242,23,1393
11257,-1,245,98,1440
11258,-1,300,130,1402
11259,1,101,55,1330
11260,-1,312,28,1633
11261,-1,224,76,1568
11262,-1,248,72,1377
11263,1,306,75,1400
11264,1,120,137,1558
11265,-1,221,52,1420
11266,1,255,39,1729
11267,-1,101,46,1420
11268,-1,244,60,1370
11269,0,40,127,1490
11270,-1,243,48,1661
11271,-1,302,150,1495
11272,-1,262,74,1358
11273,-1,300,134,1677
11274,1,300,91,1358
11275,1,255,47,1648
11276,-1,40,48,1315
11277,1,220,121,1451
11278,-1,245,86,1348
11279,1,200,47,1547
11280,1,250,57,1530
11281,-1,123,96,1390
11282,-1,246,58,1410
11283,1,0,69,1488
11284,1,241,31,1731
11285,1,200,137,1599
11286,-1,101,44,1400
11287,1,330,97,1342
11288,1,110,67,1762
11289,1,246,45,1625
11290,-1,220,132,1506
11291,-1,101,48,1334
11292,1,101,81,1729
11293,1,0,57,1299
11294,1,6,73,1569
11295,0,40,126,1486
11296,1,300,81,1329
11297,-1,100,32,1452
11298,-1,245,16,1495
11299,1,40,85,1522
11300,-1,120,114,1443
11301,1,246,63,1495
11302,-1,335,52,1637
11303,1,100,145,1278
11304,1,234,55,1528
11305,-1,245,12,1624
11306,-1,220,70,1341
11307,-1,220,38,1314
11308,1,121,131,1627
11309,1,101,35,1564
11310,1,100,61,1596
11311,1,0,59,1473
11312,1,101,29,1314
11313,-1,244,32,1316
11314,1,121,111,1596
11315,1,254,37,1733
11316,1,4,115,1250
11317,-1,223,56,1383
11318,-1,250,52,1704
11319,1,120,7,1500
11320,1,223,61,1506
11321,-1,0,64,1499
11322,0,220,71,1386
11323,1,101,43,1467
11324,0,264,73,1373
11325,1,223,53,1597
11326,1,300,149,1365
11327,1,220,7,1499
11328,1,101,41,1521
11329,-1,0,138,1499
11330,1,101,57,1314
11331,0,244,115,1426
11332,1,0,83,1298
11333,-1,120,70,1334
11334,-1,222,42,1675
11335,-1,0,46,1420
11336,1,390,61,1616
11337,-1,101,84,1251
11338,1,202,147,1568
11339,-1,40,88,1339
11340,-1,240,40,1383
11341,1,245,61,1438
11342,-1,300,74,1134
11343,1,244,45,1470
11344,-1,300,48,1457
11345,-1,420,94,1801
11346,1,101,59,1404
11347,1,242,83,1465
11348,1,40,83,1341
11349,-1,202,98,1429
11350,1,242,103,1690
11351,-1,241,90,1310
11352,0,120,117,1430
11353,-1,21,40,1586
11354,1,121,69,1608
11355,1,240,39,1436
11356,1,101,63,1797
11357,1,224,97,1646
11358,1,223,113,1456
11359,-1,0,92,1387
11360,-1,330,114,1457
11361,-1,240,56,1611
11362,-1,100,74,1670
11363,1,262,53,1583
11364,1,80,79,1509
11365,-1,145,118,1483
11366,1,102,75,1278
11367,1,300,77,1217
11368,-1,220,76,1401
11369,1,223,55,1401
11370,-1,80,140,1330
11371,-1,242,126,1405
11372,-1,240,86,1612
11373,-1,225,44,1615
11374,-1,304,76,1569
11375,1,330,117,1555
11376,-1,101,18,1380
11377,1,121,17,1874
11378,1,200,69,1333
11379,-1,221,60,1110
11380,1,20,49,1228
11381,-1,246,40,1403
11382,1,100,55,1604
11383,-1,40,48,1322
11384,0,112,137,1509
11385,1,200,85,1588
11386,1,100,39,1387
11387,0,242,119,1665
11388,1,246,47,1439
11389,1,0,31,1248
11390,-1,223,92,1517
11391,-1,250,74,1558
11392,1,100,93,1353
11393,1,240,83,1658
11394,-1,123,34,1551
11395,1,230,25,1251
11396,1,255,63,1643
11397,-1,210,78,1444
11398,-1,0,46,1728
11399,-1,265,102,1382
11400,1,21,59,1656
11401,1,234,125,1564
11402,-1,250,90,1826
11403,1,101,57,1486
11404,1,132,53,1537
11405,-1,240,52,1250
11406,-1,120,54,1505
11407,-1,220,122,1446
11408,1,241,89,1289
11409,1,302,53,1684
11410,1,40,37,1513
11411,1,40,107,1511
11412,1,110,83,1635
11413,1,2,53,1475
11414,0,100,128,1586
11415,-1,240,120,1237
11416,-1,300,42,1505
11417,0,300,109,1725
11418,0,300,113,1725
11419,1,221,77,1449
11420,1,123,109,1661
11421,1,241,85,1498
11422,1,201,141,1372
11423,-1,243,58,1525
11424,-1,224,110,1687
11425,-1,184,82,1980
11426,-1,461,62,1601
11427,-1,107,124,1493
11428,-1,2,144,1639
11429,1,300,147,1754
11430,1,0,71,1318
11431,1,123,47,1554
11432,1,201,47,1472
11433,-1,100,60,1488
11434,1,306,119,1639
11435,1,227,19,1350
11436,-1,0,70,1415
11437,-1,40,80,1489
11438,1,230,27,1413
11439,1,223,79,1512
11440,1,141,51,1618
11441,1,100,107,1758
11442,1,0,61,1391
11443,1,223,7,1474
11444,1,302,111,1438
11445,-1,241,122,1708
11446,0,100,148,1421
11447,1,45,115,1512
11448,1,250,49,1506
11449,1,112,101,1623
11450,1,100,53,1524
11451,1,200,99,1660
11452,-1,242,38,1429
11453,1,120,75,1611
11454,1,25,55,1702
11455,1,6,67,1765
11456,-1,241,64,1430
11457,-1,0,66,1421
11458,-1,120,66,1443
11459,1,330,67,1512
11460,1,211,55,1636
11461,-1,111,82,1618
11462,1,223,77,1500
11463,1,300,53,1401
11464,-1,241,68,1744
11465,1,100,13,1469
11466,-1,101,42,1667
11467,1,106,33,1226
11468,-1,120,62,1373
11469,1,300,75,1732
11470,1,241,37,1450
11471,1,240,15,1679
11472,1,0,77,1457
11473,-1,0,90,1630
11474,1,244,79,1442
11475,-1,100,74,1734
11476,1,3,113,1594
11477,-1,43,86,1518
11478,1,241,55,1407
11479,1,300,131,1500
11480,-1,241,66,1428
11481,-1,100,78,1729
11482,-1,10,100,1465
11483,-1,222,76,1492
11484,-1,45,60,1253
11485,1,255,69,1362
11486,1,0,125,1463
11487,1,101,71,1526
11488,0,248,99,1362
11489,-1,1,52,1733
11490,-1,268,56,1290
11491,1,242,55,1543
11492,-1,0,68,1356
11493,1,228,47,1698
11494,1,0,65,1543
11495,0,245,100,1521
11496,-1,200,22,1350
11497,-1,306,38,1665
11498,1,223,47,1551
11499,-1,255,120,1597
11500,1,223,47,1398
11501,1,260,129,1531
11502,1,306,45,1570
11503,1,240,107,1563
11504,-1,221,110,1291
11505,1,306,115,1564
11506,1,121,61,1389
11507,1,243,53,1432
11508,1,331,19,1644
11509,1,100,79,1564
11510,1,220,89,1291
11511,0,200,139,1741
11512,1,30,69,1997
11513,-1,240,40,1537
11514,-1,305,64,1619
11515,-1,241,48,1473
11516,-1,121,84,1746
11517,-1,112,76,1544
11518,-1,244,136,1446
11519,-1,101,58,1435
11520,-1,152,82,1605
11521,1,300,69,1473
11522,-1,223,64,1584
11523,1,300,39,1257
11524,-1,240,20,1579
11525,-1,222,56,1469
11526,1,224,87,1609
11527,1,103,57,1484
11528,1,100,101,1727
11529,1,241,117,1472
11530,1,227,65,1315
11531,-1,100,60,1462
11532,-1,220,48,1448
11533,-1,152,60,1795
11534,-1,100,38,1569
11535,1,220,79,1347
11536,1,300,123,1473
11537,1,300,35,1152
11538,-1,220,74,1696
11539,-1,43,50,1442
11540,1,240,91,1496
11541,-1,220,84,1346
11542,1,320,103,1602
11543,-1,200,148,1776
11544,-1,228,16,1483
11545,1,100,65,1362
11546,1,241,77,1680
11547,-1,241,80,1671
11548,1,130,115,1573
11549,1,101,53,1320
11550,1,246,65,1326
11551,-1,300,80,1295
11552,-1,130,50,1680
11553,-1,250,118,1895
11554,-1,240,40,1667
11555,1,221,75,1344
11556,-1,146,62,1628
11557,1,110,65,1750
11558,-1,255,74,1413
11559,-1,100,132,1546
11560,1,321,29,1282
11561,-1,250,32,1566
11562,1,244,69,1280
11563,1,242,85,1201
11564,1,255,35,1640
11565,1,241,41,1575
11566,1,261,85,1631
11567,0,262,112,1440
11568,1,306,33,1502
11569,-1,345,72,1720
11570,1,246,75,1690
11571,-1,0,50,1172
11572,1,100,61,1690
11573,1,221,69,1570
11574,1,101,9,1318
11575,1,106,97,1703
11576,-1,308,72,1285
11577,-1,115,60,1304
11578,-1,223,56,1414
11579,1,241,45,1618
11580,1,241,19,1680
11581,0,223,125,1690
11582,1,40,29,1380
11583,-1,260,52,1571
11584,1,45,53,1606
